,release_date,track_id,track_name,track_rating,artist_id,artist_name,album_id,album_name,genre,lyrics
515,2013-09-27,84465487,Not a Bad Thing,78,22681,Justin Timberlake,20908814,The 20/20 Experience - 2 of 2,Pop,"Said all I want from you is to see you tomorrow
And every tomorrow maybe you'll let me borrow your heart
And is it too much to ask for every Sunday?
And while we're at it, throw in every other day to start

I know people make promises all the time
Then they turn right around and break them
When someone cuts your heart open with a knife, now you're bleeding
But I could be that guy to heal it over time
And I won't stop until you believe it
'Cause baby you're worth it

So, don't act like it's a bad thing to fall in love with me
'Cause you might f*ck around to find your dreams come true with me
Spend all your time and your money just to find out that my love was free
So don't act like it's a bad thing to fall in love with me, me

...

******* This Lyrics is NOT for Commercial use *******"
516,2013-01-01,31991596,Roar,92,190034,Katy Perry,11338198,PRISM,Pop,"I used to bite my tongue and hold my breath
Scared to rock the boat and make a mess
So I sat quietly, agreed politely
I guess that I forgot I had a choice
I let you push me past the breaking point
I stood for nothing, so I fell for everything

You held me down, but I got up (hey)
Already brushing off the dust
You hear my voice, you hear that sound
Like thunder, gonna shake the ground
You held me down, but I got up (hey)
Get ready 'cause I've had enough
I see it all, I see it now

I got the eye of the tiger, a fighter
Dancing through the fire
'Cause I am a champion, and you're gonna hear me roar
Louder, louder than a lion
'Cause I am the champion, and you're gonna hear me roar

Oh-oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh
...

******* This Lyrics is NOT for Commercial use *******"
517,2013-04-05,31546502,Ain't It Fun,81,158250,Paramore,14326534,Paramore,New Wave,"I don't mind
Letting you down easy, but just give it time
If it don't hurt now then just wait, just wait a while
You're not the big fish in the pond no more
You are what they're feeding on

So what are you gonna do
When the world don't orbit around you?
So what are you gonna do
When the world don't orbit around you?

Ain't it fun?
Living in the real world
Ain't it good?
Being all alone

Where you're from
You might be the one who's running things
Where you can ring anybody's bell and get what you want
See it's easy to ignore trouble
When you're living in a bubble

So what are you gonna do
When the world don't orbit around you?
So what are you gonna do
When nobody wants to fool with you?

Ain't it fun?
...

******* This Lyrics is NOT for Commercial use *******"
518,2013-01-01,54881657,The Man,77,63895,Aloe Blacc,17238546,Lift Your Spirit,Contemporary R&B,"Well you can tell everybody
Yeah you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the man, I'm the man
Yes I am, yes I am, yes I am
I'm the man, I'm the man, I'm the man

I believe every lie that I ever told
Paid for every heart that I ever stole
I played my cards and I didn't fold
Well it ain't that hard when you got soul (this is my world)
Somewhere I heard that life is a test
I been through the worst but I still give my best
God made my mold different from the rest
Then he broke that mold so I know I'm blessed (this is my world)

Stand up now and face the sun
Won't hide my tail or turn and run
It's time to do what must be done
Be a king when kingdom comes

Well you can tell everybody
Yeah you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the man, I'm the man

Well you can tell everybody
Yeah you can tell everybody
...

******* This Lyrics is NOT for Commercial use *******"
519,2012,233587904,Classic,80,14332411,MKTO,50696012,MKTO,Alternative Rap,"Hey, where's the drum?

Wooo oh
Let's go

Woo girl, you're shinin'
Like a 5th Avenue diamond
And they don't make you like they used to
You're never goin' out of style

Woo pretty baby
This world might have gone crazy
The way you saved me, who could blame me
When I just wanna make you smile

I wanna thrill ya like Michael
I wanna kiss you like Prince
Let's get it on like Marvin Gaye, like Hathaway
Write a song for you like this

You're over my head, I'm out of my mind
Thinkin' I was born in the wrong time
One of a kind, livin' in a world gone plastic
Baby, you're so classic (yeah, yeah)
(Gone plastic)
Baby, you're so classic (yeah, yeah)
...

******* This Lyrics is NOT for Commercial use *******"
520,2014-05-16,86658957,A Sky Full of Stars,92,1039,Coldplay,21053011,Ghost Stories,Pop,"'Cause you're a sky, 'cause you're a sky full of stars
I'm gonna give you my heart
'Cause you're a sky, 'cause you're a sky full of stars
'Cause you light up the path

I don't care, go on and tear me apart
I don't care if you do, ooh-ooh, ooh
'Cause in a sky, 'cause in a sky full of stars
...

******* This Lyrics is NOT for Commercial use *******"
521,2019-07-12,229573276,I Don't Care,91,49581672,Ed Sheeran,48889954,No.6 Collaborations Project,Pop,"I'm at a party I don't wanna be at
And I don't ever wear a suit and tie, yeah
Wondering if I could sneak out the back
Nobody's even looking me in my eyes
Then you take my hand
Finish my drink, say, ""Shall we dance?"" (hell, yeah)
You know I love you, did I ever tell you?
You make it better like that

Don't think I fit in at this party
Everyone's got so much to say (yeah)
I always feel like I'm nobody, mm
Who wants to fit in anyway?

'Cause I don't care when I'm with my baby, yeah
All the bad things disappear
And you're making me feel like maybe I am somebody
I can deal with the bad nights
When I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh

'Cause I don't care as long as you just hold me near
You can take me anywhere
And you're making me feel like I'm loved by somebody
I can deal with the bad nights
...

******* This Lyrics is NOT for Commercial use *******"
522,2014-06-19,84419551,Na Na,78,117437,Trey Songz,20907097,Trigga,Contemporary R&B,"Put your hands in the air-in the air (eh)
Trigga
Put your-put your hands in the air
(Mustard on the beat, hoe)

Oh, na-na
Look what you done started
Oh, na-na
Why you gotta act so naughty?
Oh, na-na
I'm 'bout to spend all this cash
Oh, na-na
If you keep shaking that (oh) (yeah)

Oh, na-na-na
Put your hands in the air if you're lovin' tonight
Oh, na-na-na
Keep your hands in the air if you're spendin' the night
Oh, na-na-na, oh, na-na-na-na
E'rybody say it like
Oh, na-na-na, oh, na-na-na-na
E'rybody say

Baby, I'm the one you like, yeah
I'ma give you what you like, yeah, oh, yeah
I'ma give it to you right, yeah
Best time of your life, yeah, oh, yeah

Baby, when you ready tell the waitress get the check
Girl, I know you ready, I ain't e'en gotta check
You been through the worst, let me show you who the best
You know I'ma get you right, curb them boys to the left, like
...

******* This Lyrics is NOT for Commercial use *******"
523,2014-07-25,88852255,Hot Boy,61,27866274,Bobby Shmurda,21177808,Hot Boy,Rap,"In Truey, I'm some hot nigga
Like I talk to Shyste when I shot niggas
Like you seen em twirl then he drop, nigga
And We Keep them 9 milli's on my block, nigga
And Monte Keep it on him, he done dropped niggas
And Trigger he be wilding, he some hot nigga
Tones known to get busy with them Glocks, nigga
Try to run down and you can catch a shot, nigga
Running through these checks till' I pass out
Your shawty gave me neck 'til I pass out
I swear to God, all I do is cash out
And if you ain't a ho, get up out my trap house
I been selling crack since like the 5th grade
Really never made no difference what the shit made
Jaja taught me flip them packs and how to maintain
Get that money back and spend it on the same thing
...

******* This Lyrics is NOT for Commercial use *******"
524,2013-11-13,84291710,Sing,84,49581672,Ed Sheeran,20892612,x (Wembley Edition),Pop,"It's late in the evening
Glass on the side up
I've been sat with you
For most of the night
Ignoring everybody here
We wish they would disappear
So, maybe we could get down now

I don't wanna know
If you're getting ahead of the program
I want you to be mine, lady
To hold your body close
Take another step into the no-man's land
For the longest time, lady

I need you darling
Come on set the tone
If you feel you're falling
Won't you let me know, oh-ooh
If you love me, come on, get involved
Feel it rushing through you from your head to toe, oh-ooh
Oh-ooh

Sing (oh-oh-oh-oh, oh, oh)
Oh-oh-oh-oh, oh, oh
Louder (oh-oh-oh-oh, oh, oh)
Sing (oh-oh-oh-oh, oh, oh)
...

******* This Lyrics is NOT for Commercial use *******"
525,2012-01-01,87181809,Radioactive,91,13895270,Imagine Dragons,21084425,Night Visions,Alternative,"I'm waking up to ash and dust
I wipe my brow, and I sweat my rust
I'm breathing in the chemicals

I'm breaking in, shaping up
Then checking out on the prison bus
This is it, the apocalypse, woah

I'm waking up
I feel it in my bones
Enough to make my system blow
Welcome to the new age, to the new age
Welcome to the new age, to the new age

Woah-oh-oh-oh, oh
Whoa-oh-oh-oh, I'm
Radioactive, radioactive
Whoa-oh-oh-oh, oh
Whoa-oh-oh-oh, I'm
Radioactive, radioactive
...

******* This Lyrics is NOT for Commercial use *******"
526,2013-10-04,34006846,Cool Kids,80,24670301,Echosmith,15496432,Talking Dreams (Deluxe Edition),Pop/Rock,"She sees them walking in a straight line
That's not really her style
And they all got the same heartbeat
But hers is falling behind

Nothing in this world could ever bring them down
Yeah, they're invincible
And she's just in the background
And she says

I wish that I could be like the cool kids
'Cause all the cool kids, they seem to fit in
I wish that I could be like the cool kids
Like the cool kids

He sees them talking with a big smile
But they haven't got a clue
...

******* This Lyrics is NOT for Commercial use *******"
527,2013-01-01,32107400,Hey Brother,91,33491981,Avicii,11326966,True,Dance,"Hey, brother
There's an endless road to rediscover
Hey, sister
Know the water's sweet but blood is thicker
Oh, if the sky comes falling down
For you, there's nothing in this world I wouldn't do

Hey, brother
Do you still believe in one another?
Hey, sister
Do you still believe in love, I wonder?
Oh, if the sky comes falling down for you
...

******* This Lyrics is NOT for Commercial use *******"
528,2013-09-10,253989946,Trumpets,79,478014,Jason Derulo,56506227,Tattoos,Contemporary R&B,"Every time that you get undressed
I hear symphonies in my head
I wrote this song just looking at you, oh, oh
Yeah, the drums they swing low
And the trumpets they go
And the trumpets they go
Yeah, the trumpets they go

Ooh-ooh, and they go

Is it weird that I hear
Violins whenever you're gone? (Whenever you're gone)
Yeah, is it weird that your ass
Remind me of a Kanye West song? (Kanye West song)

Is it weird that I hear
Trumpets when you're turning me on? (Turning me on)
Is it weird that your bra
Remind me of a Katy Perry song?
...

******* This Lyrics is NOT for Commercial use *******"
529,2014-09-02,233197625,Animals,86,27840,Maroon 5,50564161,V,Pop,"Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals
Like animals-mals

Maybe you think that you can hide
I can smell your scent for miles
Just like animals, animals
Like animals-mals, baby, I'm...

So, what you trying to do to me?
It's like we can't stop, we're enemies
But we get along when I'm inside you, yeah
You're like a drug that's killing me
I cut you out entirely
But I get so high when I'm inside you

Yeah, you can start over, you can run free
You can find other fish in the sea
You can pretend it's meant to be
But you can't stay away from me
I can still hear you making that sound
Taking me down, rolling on the ground
You can pretend that it was me, but no, oh

Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals
Like animals-mals

Maybe you think that you can hide
I can smell your scent for miles
Just like animals, animals
...

******* This Lyrics is NOT for Commercial use *******"
530,2014-10-07,88489642,Burnin' It Down,70,150228,Jason Aldean,21159386,"Old Boots, New Dirt",Contemporary Country,"You slip your finger through the tear in my t-shirt
You stirrin' up dirty in the back of my mind
You keep on flirtin' 'cause you know that it's workin'
You're stuck in my head girl writing the lines
Couldn't sing this song without you if I tried
Let's light it up like it's our last night

We're just hangin' around
Burnin' it down
Sippin' on some cold Jack Daniel's
Jammin' to some old Alabama with you, baby
Laying right here, naked in my bed

I'm just doing my thang
You love it when I sing
Say it makes you feel like an angel
We're about to get a little tangled up right about now
So girl let's keep burnin' it down
Burnin' it down
Burnin' it down

Girl, when you want it, you know that I'm on it
You know that I love lovin' up on you
Let's hit the switch and let our shadows dance
And light it up like it's our last chance

...

******* This Lyrics is NOT for Commercial use *******"
531,2013-01-01,35226726,Play It Again,79,360257,Luke Bryan,15590884,Crash My Party,Traditional Country,"She was sittin' all alone over on the tailgate
Tan legs swingin' by a Georgia plate
I was lookin' for her boyfriend
Thinkin', ""No way she ain't got one""
Soon as I sat down I was fallin' in love
Tryin' to pour a little sugar in her Dixie cup
Talkin' over the speakers in the back of that truck
She jumped up and cut me off

She was like, ""Oh, my God, this is my song
I've been listenin' to the radio all night long
Sittin' 'round, waitin' for it to come on and here it is""
She was like, ""Come here boy, I wanna dance""
'Fore I said a word she was takin' my hand
Spinnin' me around 'til it faded out
And she gave me a kiss
And she said, ""Play it again, play it again, play it again""
...

******* This Lyrics is NOT for Commercial use *******"
532,2014-10-14,77916306,Dirt,77,14014541,Florida Georgia Line,20185557,Anything Goes,Traditional Country,"You get your hands in it
Plant your roots in it
Dusty headlight, dance with your boots in it
(Dirt)

You write her name on it
Spin your tires on it
Build your cornfield, whiskey, bonfires on it
(Dirt)
You bet your life on it, yeah

It's that elm shade, red rust clay you grew up on
That plowed up ground that your dad damned his luck on
That post game party field you circle up on
And when it rains, you get stuck on
Drift a cloud back behind county roads that you run up
And mud on her jeans that she peeled off and hung up
Her blue-eyed summertime smile looks so good that it hurts
Makes you wanna build a ten percent down
White picket fence house on this dirt
...

******* This Lyrics is NOT for Commercial use *******"
533,2014-01-01,84361802,Love Runs Out,90,269346,OneRepublic,20900259,Native,Rock,"I'll be your light, your match, your burning sun
I'll be the bright in black that's making you run
And we'll feel alright, and we'll feel alright
'Cause we'll work it out, yeah, we'll work it out
I'll be doing this, if you have a doubt
'Til the love runs out, 'til the love runs out

I'll be your ghost, your game, your stadium
I'll be your 50 thousand clapping like one
And I feel alright, and I feel alright
'Cause I worked it out, yeah, I worked it out
I'll be doing this, if you have a doubt
'Til the love runs out, 'til the love runs out

I got my mind made up, man, I can't let go
I'm killing every second 'til it sees my soul
(Woo) I'll be running (woo), I'll be running
'Til the love runs out, 'til the love runs out
And we'll start a fire, and we'll shut it down
...

******* This Lyrics is NOT for Commercial use *******"
534,2014-01-01,133182136,Bottoms Up,69,12183304,Brantley Gilbert,26634035,Just As I Am (Deluxe),Contemporary Country,"Yeah

I see you and me ridin' like Bonnie and Clyde
Goin' '95, burnin' down 129, yeah
Lookin' for the law, while I push my luck
She's ridin' shotgun like it ain't no thing
Turn the radio up so the girl can sing right
Pull into the party like, ""Y'all what's up?""

Tonight is bottoms up, up
Throw it on down
Rock this quiet, little country town and get up
Drop a tailgate on ya truck
Find a keg and fill ya cup up
Kick it on back
Pretty little mama lookin' at you like that
Make ya wanna slide on in like, ""Girl, what's up?""

Yeah, tonight is bottoms up, up, up
Get 'em up
Tonight is bottoms up, up, up
Get 'em up

Damn
Girl, I gotta tip my hat
Never thought a country song would make you move like that, yeah
And she's doin' it in Daisy Dukes, girl
...

******* This Lyrics is NOT for Commercial use *******"
535,2014-04-23,85816490,Shower,79,24491067,Becky G,20995972,Shower,Alternative Rap,"I don't know, it's just something about ya
Got me feelin' like I can't be without ya
Anytime someone mention your name
I be feelin' as if I'm around ya
Ain't no words to describe you, baby
All I know is that you take me high
Can you tell that you drive me crazy?
'Cause I can't get you out my mind

Think of you when I'm goin' to bed
When I wake up, think of you again
You are my homie, lover and friend
Exactly why

You light me up inside
Like the 4th of July
Whenever you're around
I always seem to smile
And people ask me how
Well you're the reason why
I'm dancing in the mirror
And singing in the shower

La-da-dee, la-da-da, la-da-da
Singing in the shower
La-da-dee, la-da-da, la-da-da
Singing in the shower

...

******* This Lyrics is NOT for Commercial use *******"
536,2014-01-01,78760565,Me and My Broken Heart,82,27146049,Rixton,20272827,Let the Road,Pop/Rock,"All I need is a little love in my life
All I need is a little love in the dark
A little but I'm hoping it might kick start
Me and my broken heart
I need a little loving tonight
Hold me so I'm not falling apart
A little but I'm hoping it might kick start
Me and my broken heart, yeah

Shotgun, aimed at my heart, you got one
Tear me apart and then some
How do we call this love? (Whoa-oh-oh-oh)
I tried, to run away but your eyes
Tell me to stay, oh why
Why do we call this love? (Whoa-oh-oh-oh)

It seems like we've been losing control
Somebody tell me I'm not alone when I say

All I need is a little love in my life
All I need is a little love in the dark
A little but I'm hoping it might kick start
...

******* This Lyrics is NOT for Commercial use *******"
537,2014-07-01,170868609,Animals,79,53946825,Martin Garrix,32577837,Gold Skies - EP,Dance,
538,2014-09-23,73398758,American Kids,69,8538,Kenny Chesney,19646016,The Big Revival,Traditional Country,"Doublewide Quick Stop midnight T-top
Jack in her Cherry Coke town
Momma and Daddy put their roots right here
'Cause this is where the car broke down
Yellow dog school bus kickin' up red dust
Pickin' us up by a barbed wire fence
M-tv on the RCA
No A.C in the vents

We were Jesus save me, blue jean baby
Born in the USA
Trailer park truck stop, faded little map dots
New York to LA

We were teenage dreamin', front seat leanin'
Baby, come give me a kiss
Put me on the cover of the Rollin' Stone
Uptown down home American kids

Growin' up in little pink houses
Makin' out on living room couches
...

******* This Lyrics is NOT for Commercial use *******"
539,2013-07-16,73044474,Brave,78,78058,Sara Bareilles,19620989,The Blessed Unrest,Pop/Rock,"You can be amazing
You can turn a phrase into a weapon or a drug
You can be the outcast
Or be the backlash of somebody's lack of love
Or you can start speaking up

Nothing's gonna hurt you the way that words do
And they settle 'neath your skin
Kept on the inside and no sunlight
Sometimes a shadow wins
But I wonder what would happen if you

Say what you wanna say
And let the words fall out
Honestly I wanna see you be brave

With what you want to say
And let the words fall out
Honestly I wanna see you be brave

I just wanna see you
I just wanna see you
I just wanna see you
I wanna see you be brave

I just wanna see you
...

******* This Lyrics is NOT for Commercial use *******"
540,2013-04-19,33102473,Sweater Weather,96,484057,The Neighbourhood,15425963,I Love You.,Indie Rock,"And all I am is a man
I want the world in my hands
I hate the beach but I stand
In California with my toes in the sand
Use the sleeves of my sweater
Let's have an adventure
Head in the clouds but my gravity's centered
Touch my neck and I'll touch yours
You in those little high-waisted shorts, oh

She knows what I think about
And what I think about
One love, two mouths
One love, one house
No shirt, no blouse
Just us, you find out
Nothing that I wouldn't wanna tell you about, no

'Cause it's too cold
For you here and now
So let me hold
Both your hands in the holes of my sweater

And if I may just take your breath away
I don't mind if there's not much to say
...

******* This Lyrics is NOT for Commercial use *******"
541,2014-10-27,74512885,Leave The Night On,75,54705128,Sam Hunt,19728973,Montevallo,Contemporary Country,"They roll the sidewalks in this town
All up after the sun goes down
And say nothin' good happens here
When midnight rolls around

But layin' down would be in vain
I can't sleep with you on my brain
And I ain't anywhere close to tired
Your kiss has got me wired

Girl, you got the beat right, killin' in your Levi's
High on your lovin's got me buzzin' like a streetlight
It's still early out in Cali, baby, don't you wanna rally again?

We'll find a road with no name, lay back in the slow lane
The sky is dropping Jupiter around us like some old train
We'll be rolling down the windows, I bet you we're catchin' our second wind
We don't have to go home, we can leave the night on
But we can leave the night on (yeah, yeah, yeah, yeah)
...

******* This Lyrics is NOT for Commercial use *******"
542,2014-01-01,53585255,Drunk On A Plane,69,49021,Dierks Bentley,17114180,RISER,Traditional Country,"I took two weeks vacation for the honey moon
A couple tickets, all inclusive down in Cancún
I couldn't get my money back, so I'm in seat seven A
I'm getting drunk on a plane

I bet the feller on the aisle thought I was crazy
'Cause I taped your picture to the seat back right beside me
Now I've got empty mini bottle filling both our trays
I'm getting drunk on a plane

Buyin' drinks for everybody
But the pilot, it's a party
Got this 737 rocking like a G Six
Stewardess is somethin' sexy
Leanin' pouring coke and whiskey
Told her about my condition
Got a little mile high flight attention

It's Mardi Gras
Up in the clouds
I'm up so high, I may never come down
I'll try anything to drown out the pain
...

******* This Lyrics is NOT for Commercial use *******"
543,2013-01-01,31991598,Birthday,79,190034,Katy Perry,11338198,PRISM,Disco,"I heard you're feeling nothing's going right
Why don't you let me stop by?
The clock is ticking, running out of time
So we should party all night

So cover your eyes, I have a surprise
I hope you got a healthy appetite
If you wanna dance, if you want it all
You know that I'm the girl that you should call

Boy, when you're with me
I'll give you a taste
Make it like your birthday everyday
I know you like it sweet
So you can have your cake
Give you something good to celebrate

So make a wish
I'll make it like your birthday everyday
I'll be your gift
Give you something good to celebrate

Pop your confetti, pop your Pérignon
So hot and heavy 'til dawn
...

******* This Lyrics is NOT for Commercial use *******"
544,2014-09-30,74393754,Bartender,70,365957,Lady Antebellum,19720794,747,Contemporary Country,"8 o'clock on Friday night, I'm still at home
All my girls just keep on blowing up my phone
Saying ""Come on, he ain't worth the pain
Do what you gotta do to forget his name""

Now there's only one thing left for me to do
Slip on my favorite dress and sky-high leather boots
Check the mirror one last time
And kiss the past goodbye

What I'm really needing now
Is a double shot of Crown
Chase that disco ball around
'Til I don't remember
Go until they cut me off
Wanna get a little lost
In the noise, in the lights

Hey bartender, pour 'em hot tonight
'Til the party and the music and the truth collide
Bring it 'til his memory fades away
Hey bartender
...

******* This Lyrics is NOT for Commercial use *******"
545,2014-06-27,84462049,Amnesia,80,14354654,5 Seconds of Summer,20908645,5 Seconds Of Summer,Pop/Rock,"I drove by all the places we used to hang out getting wasted
I thought about our last kiss
How it felt, the way you tasted
And even though your friends tell me you're doing fine
Are you somewhere feeling lonely
Even though he's right beside you?
When he says those words that hurt you
Do you read the ones I wrote you?

Sometimes I start to wonder, was it just a lie?
If what we had was real, how could you be fine?
'Cause I'm not fine at all

I remember the day you told me you were leaving
I remember the make-up running down your face
And the dreams you left behind, you didn't need them
Like every single wish we ever made

I wish that I could wake up with amnesia
And forget about the stupid little things
Like the way it felt to fall asleep next to you
And the memories I never can escape
...

******* This Lyrics is NOT for Commercial use *******"
546,2014-09-22,84364617,Come with Me Now,77,14358612,KONGOS,20900491,Lunatic,Alternative,"Come with me now
Come with me now
Whoa, come with me now
I'm gonna take you down
Whoa, come with me now
I'm gonna show you how
Whoa, come with me now
I'm gonna take you down
Whoa, come with me now
I'm gonna show you how

Afraid to lose control
And caught up in this world
I've wasted time, I've wasted breath
I think I've thought myself to death
I was born without this fear
Now only this seems clear
I need to move, I need to fight
I need to lose myself tonight

Whoa, come with me now
...

******* This Lyrics is NOT for Commercial use *******"
547,2013-12-02,53629541,Beachin',69,237684,Jake Owen,15511488,Days of Gold,Country,"Just watching her blonde hair, sun burn, stare at them
Whitecaps rolling over
Laid back in a thrift store beach chair
Dropping limes in her Corona
Well she looks back, yeah, she throws me a kiss
Like ""Honey, I sure want you""
And it's a hundred and three between her and me
And only 92 in Daytona

And it's sunshine, blue eyes, tan lines, it's low tide
Rolling white sand, cold can koozie in my hand, just a summertime strollin'
Chillin', breezin', sippin', singin' whoa-oh-oh
Beachin'
...

******* This Lyrics is NOT for Commercial use *******"
548,2012-10-09,85469016,White Walls (feat. ScHoolboy Q & Hollis),70,54279834,"Macklemore & Ryan Lewis feat. Macklemore, Ryan Lewis, Hollis & ScHoolboy Q",20974807,The Heist,Hip-Hop,"I wanna be free, I wanna just live
Inside my Cadillac, that is my shit
Now throw it up (man, throw that up)
That's what it is (that's what it is)
In my C-A-D-I-L-L-A-C, bitch (biatch)

Can't see me through my tints (nuh-uh)
I'm ridin' real slow (slow motion)
In my paint, wet, drippin', shinnin', like my 24s (umbrella)
I ain't got 24s (nuh-uh), but I'm on those Vogues (yeah)
That's those big white walls, r-r-round them hundred spokes

Old school like Olde English in that brown paper bag
I'm rollin' in that same whip that my granddad had
Hello, haters, damn y'all mad
30k on the Caddy, now how backpack rap is that?

I got that off-black Cadillac, midnight drive
Got that gas pedal, leaning back, taking my time
I'm rolling that roof off, letting in sky
I shine, the city never looked so bright-bright

Man, I'm loungin'
In some shit Bernie Mac would've been proud of (woo)
Lookin' down from heaven like, damn, that's stylish
Smilin', don't pay attention to the mileage
Can I hit the freeway? I'm illegally going 120
Easy weavin' in and out of the traffic
They cannot catch me, I'm smashin'
I'm duckin', buckin' them out here
...

******* This Lyrics is NOT for Commercial use *******"
549,2014-06-27,84462038,She Looks So Perfect,82,14354654,5 Seconds of Summer,20908645,5 Seconds Of Summer,Pop/Rock,"Hey-hey, hey-hey
Hey-hey, hey
Hey-hey, hey-hey
Hey-hey, hey

Simmer down, simmer down
They say we're too young now to amount to anything else
But look around
We work too damn hard for this just to give it up now

If you don't swim, you'll drown
But don't move, honey

You look so perfect standing there
In my American Apparel underwear
And I know now that I'm so down
Your lipstick stain is a work of art
I got your name tattooed in an arrowed heart
And I know now that I'm so down

...

******* This Lyrics is NOT for Commercial use *******"
550,2013-12-13,108569830,Partition,81,18927,Beyoncé,23103046,Beyoncé,Contemporary R&B,"Let me hear you say, ""Hey, Ms. Carter!"" (Hey, Ms. Carter!)
Say, ""Hey, Ms. Carter!"" (Hey, Ms. Carter!)
Give me some!

See me up in the club with fifty-'leven girls
Posted in the back, diamond fangs in my grill
Brooklyn brim, with my eyes sittin' low
Every boy in here with me got that smoke
And every girl in here gotta look me up and down
All on Instagram, cake by the pound
Circulate the image every time I come around
G's up, tell me how I'm looking babe

Boy, this all for you, just walk my way
Just tell me how it's looking babe
Just tell me how it's looking babe (How it's looking, babe?)
I do this all for you, baby just take aim
Tell me how I looking babe (How it's looking, babe?)
Tell me how I looking babe, looking babe

Drop the bass, man the bass, get lower
Radio say, speed it up, I just go slower
High like treble, puffin on the mids
The man ain't ever seen a booty like this
And why do you think you keep up my name rollin' off the tongue?
'Cause when he wanna smash, I'll just write another one
I sneezed on the beat and the beat got sicker

Yoncé all on his mouth like liquor
Yoncé all on his mouth like liquor
Yoncé all on his mouth like liquor
Yoncé all on his mouth like liquor
Like, like liquor, like, like, like liquor
Yoncé all on his mouth like liquor
Yoncé all on his mouth like liquor
Yoncé all on his mouth like liquor
Like, like liquor, like, like, like liquor

Beyoncé, Beyoncé?
...

******* This Lyrics is NOT for Commercial use *******"
551,2014-07-15,73189264,0 To 100 / The Catch Up,79,51614128,Drake,19631363,0 To 100 / The Catch Up,Hip Hop/Rap,"F-- bein' on some chill sh--
We go 0 to 100, n--, real quick
They be on that rap-to-pay-the-bill sh--
And I don't feel that sh--, not even a little bit

Oh, Lord, know yourself, know your worth, n--
My actions been louder than my words, n--
How you so high, but still so down to Earth, n--?
If n-- wanna do it, we can do it on they turf, n--

Oh, Lord, I'm the rookie and the vet
Shoutout to the b-- out here holdin' down the set
All up in my phone, lookin' at pictures from the other night
She gon' be upset if she keep scrollin' to the left, dawg
She gon' see some sh-- that she don't wanna see

She ain't ready for it
If I ain't the greatest then I'm headed for it
That mean I'm way up (Way up)
Yeah, the 6 ain't friendly but that's where I lay up (Yeah)
This sh-- a mother-- lay up

I been Steph Curry with the shot
Been cookin' with the sauce, Chef Curry with the pot, boy
360 with the wrist, boy, ayy
Who the fuck them n-- is, boy?
OVO, man, we really with the sh--, boy
Yeah, really with the sh--
I should prolly sign to Hit-Boy 'cause I got all the hits, boy

F-- all that ""Drake, you gotta chill"" sh--
I be on my Lil Mouse drill sh--
F-- all that rap-to-pay-your-bill sh--
Yeah, I'm on some Raptors-pay-my-bills sh--

All up on TV, I thought it'd make me richer
Wasn't payin' me enough, I needed somethin' quicker
So now I'm all in Niko's basement puttin' work in on the phones
Either that or drive to Money Mart to make the pickups

Man, it's 2008, I'm tryna paint the picture
...

******* This Lyrics is NOT for Commercial use *******"
552,2014-09-09,84357082,I Don't Dance,77,386256,Lee Brice,20899754,I Don't Dance (Deluxe Edition),Country,"I'll never settle down
That's what I always thought
Yeah, I was that kind of man
Just ask anyone
I don't dance, but here I am

Spinnin' you 'round and 'round in circles
It ain't my style, but I don't care
I'd do anything with you anywhere
Yes, you got me in the palm of your hand
'Cause I don't dance

Love's never come my way
...

******* This Lyrics is NOT for Commercial use *******"
553,2013-10-04,32109805,Adore You,80,224210,Miley Cyrus,11344904,Bangerz,Contemporary R&B,"Ah, ah
Hey (hey)
Ha-ah, oh, mmm

Baby, baby, yeah
Are you listening?
Wondering where you've been all my life
I just started livin'
Ooh-oh, baby
Are you listening? Uh

When you say you love me
Know I love you more
And when you say you need me
Know I need you more
Boy, I adore you-oo-ou
I adore you-oo-ou

...

******* This Lyrics is NOT for Commercial use *******"
